id;nom;niveau;complexite;discipline;sphere;cout;tempsIncantation;uniteIncantation;difficulte;cle;effet;rulebook;effetJeu;perception;duree;dureeUnite;cibles;tags
croissance-animale;Croissance animale;1;10;Instinctive;Nature;5;3;Action;15;poignée de terre, rune de la fertilité, gorgée d'eau;le mage double la taille, les Caractéristiques physiques et l'Attribut Physique d'un animal ou d'une créature non draconique pendant (1 + NR) tours. Ce sort ne permet pas de contrôler l'animal.;livre-de-regles-2e-edition;Double la taille, les Caractéristiques physiques et l'Attribut Physique d'un animal ou d'une créature non draconique. Ne permet pas de contrôler l'animal.;;1 + NR;round;;amelioration,combat
lecorce-dheyra;L'écorce d'Heyra;1;15;Sorcellerie;Nature;3;1;Heure;15;écorce de bois, danse de la nature, rune de résistance;ce sort a pour effet de doubler l'Indice de protection des équipements en bois pendant (1 + NR) semaines.;livre-de-regles-2e-edition;Double l'Indice de protection des équipements en bois.;;1 + NR;week;;protection,objet,combat
entraves-verdoyantes;Entraves verdoyantes;1;20;Invocatoire;Nature;5;1;Tour;15;poignée de mauvaises herbes, rune de lenteur;le mage fait pousser à vitesse accélérée des racines autour des jambes de (1 + NR) cibles. Les personnes ciblées voient leurs mouvements restreints. Se libérer de ces entraves prend normalement 5 minutes, mais seulement 1 minute si les victimes réussissent un jet de Physique + Coordination contre une Difficulté de 15. Entravée une personne voit les Difficultés de toutes ses actions augmenter de +5.;livre-de-regles-2e-edition;Les cibles entravées voient les Difficultés de toutes leurs actions augmenter de +5. Se libérer prend 5 minutes, ou 1 minute en réussissant un jet de Physique + Coordination contre une Difficulté de 15.;Des racines poussent à vitesse accélérée autour des jambes des cibles et restreignent leurs mouvements.;;;1 + NR;entrave,ennemi,combat
fruits-sauvages;Fruits sauvages;1;20;Invocatoire;Nature;1;1;Tour;15;pépin de fruit, danse de la fertilité;le mage fait pousser d'énormes fruits juteux et nourrissants qui permettent de sustenter (1 + NR) personnes pour un repas. Ils se conservent éventuellement deux jours.;livre-de-regles-2e-edition;Sustente (1 + NR) personnes pour un repas. Les fruits se conservent éventuellement deux jours.;Le mage fait pousser d'énormes fruits juteux et nourrissants.;;;1 + NR;creation,exploration
lierre-grimpant;Lierre grimpant;1;10;Invocatoire;Nature;2;1;Tour;15;feuille de lierre, rune de la nature, danse de la fertilité;ce sort permet de faire pousser un lierre le long d'un mur qui fait office d'échelle pendant 10 tours. Sa longueur maximum est de (5 + 5 par NR) mètres.;livre-de-regles-2e-edition;Le lierre pousse le long d'un mur et fait office d'échelle. Longueur maximum de (5 + 5 par NR) mètres.;;10;round;;deplacement,utilitaire,exploration
parterre-de-fleurs;Parterre de fleurs;1;10;Instinctive;Nature;1;1;Action;15;graines et pétales;le mage fait fleurir un parterre de fleurs aux couleurs chatoyantes dont la beauté galvanise les personnes qui le contemplent. (1 + NR) personnes bénéficient ainsi d'un bonus de (1 + NR) à un jet de Compétence lié à l'Attribut Social.;livre-de-regles-2e-edition;(1 + NR) personnes bénéficient d'un bonus de (1 + NR) à un jet de Compétence lié à l'Attribut Social.;"Un parterre de fleurs aux couleurs chatoyantes se met à fleurir ; sa beauté galvanise ceux qui le contemplent.";;;1 + NR;amelioration,allie,social
puissance-du-dragon;Puissance du dragon;1;15;Sorcellerie;Nature;10;5;Heure;20;écaille de dragon, rune de force;ce sort permet d'améliorer l'efficacité d'une arme pendant (1 + NR) cycles. Elle bénéficie d'un bonus de +5 aux dommages de base.;livre-de-regles-2e-edition;L'arme améliorée bénéficie d'un bonus de +5 aux dommages de base.;;1 + NR;cycle;;amelioration,objet,combat
regain-denergie;Regain d'énergie;1;20;Instinctive;Nature;5;1;Action;15;imposition des mains, feuilles grasses ou herbes séchées;ce sort stabilise l'état de santé de (1 + NR) cibles et soigne leur plus haute case de blessure.;livre-de-regles-2e-edition;Stabilise l'état de santé de (1 + NR) cibles et soigne leur plus haute case de blessure.;;;;1 + NR;soin,allie,combat
vitalite-naturelle;Vitalité naturelle;1;15;Instinctive;Nature;4;1;Action;15;rune de la nature, position du dragon accroupi;le mage, ou une cible de son choix qu'il touche, bénéficie d'un bonus de +1 à l'un de ses Attributs Majeurs pendant (1 + NR) tours.;livre-de-regles-2e-edition;Bonus de +1 à l'un des Attributs Majeurs du mage, ou d'une cible de son choix qu'il touche.;;1 + NR;round;;amelioration,allie,combat
colere-de-la-nature;Colère de la nature;2;35;Instinctive;Nature;15;5;Action;20;branche brisée, de la terre souillée, rune de la vengeance;ce sort ne fonctionne pas dans les zones urbaines. Les animaux et la végétation se liguent pour agresser (5 + NR) cibles. Les attaques des arbres et des animaux aux ordres du mage occasionnent (35 + 1D10) points de dommages à ces dernières, une fois par tour pendant (1 + NR) tours.;livre-de-regles-2e-edition;Les attaques des arbres et des animaux aux ordres du mage occasionnent (35 + 1D10) points de dommages aux cibles, une fois par tour. Ne fonctionne pas dans les zones urbaines.;Les animaux et la végétation se liguent pour agresser les cibles.;1 + NR;round;5 + NR;attaque,ennemi,combat
flute-charmeuse;Flûte charmeuse;2;25;Sorcellerie;Nature;3;30;Minute;15;flûte droite, air de musique printanier;la flûte enchantée de la sorte permet d'attirer les représentants d'une espèce animale, et de communiquer sommairement avec eux pendant (1 + NR) tours. Le mage choisit en lançant le sort quelle famille d'animaux est charmée par la musique (félins, rongeurs, poissons, etc.).;livre-de-regles-2e-edition;Attire les représentants d'une espèce animale et permet de communiquer sommairement avec eux. Le mage choisit la famille d'animaux charmée (félins, rongeurs, poissons, etc.) au lancement du sort.;;1 + NR;round;;communication,objet,exploration
nuee-de-moustiques;Nuée de moustiques;2;25;Invocatoire;Nature;10;3;Tour;15;ailes d'insectes, rune de l'infini;le mage invoque une colonie d'insectes venimeux qui attaque la cible désignée. La nuée réalise deux attaques automatiques imparables avant de se disperser. Les dommages infligés sont de 2D10. De plus le venin des insectes entraîne un engourdissement. Ceci se traduit par un malus de -5 à toutes les actions de la victime pendant (1 + NR) tours.;livre-de-regles-2e-edition;La nuée réalise deux attaques automatiques imparables de 2D10 dommages avant de se disperser. Le venin entraîne un engourdissement : malus de -5 à toutes les actions de la victime.;Une colonie d'insectes venimeux s'abat sur la cible désignée.;1 + NR;round;;attaque,entrave,ennemi,combat
remede-naturel;Remède naturel;2;25;Sorcellerie;Nature;5;30;Minute;15;goutte du poison ou du sang de la victime, rune de guérison;ce sort permet de créer un remède dont la durée de conservation n'est que de (1 + NR) heures. Ingéré, cette mixture neutralise de manière définitive les effets du poison et rétablit une Caractéristique éventuellement atteinte. Le remède n'est valable que pour une personne.;livre-de-regles-2e-edition;Crée un remède valable pour une seule personne. Ingéré, il neutralise définitivement les effets du poison et rétablit une Caractéristique éventuellement atteinte. Sa durée de conservation n'est que de (1 + NR) heures.;;1 + NR;hour;;soin,creation,objet
baton-du-tonnerre;Bâton du tonnerre;3;100;Sorcellerie;Nature;30;20;Heure;25;bâton de chêne centenaire, rune de la nature, chant de la foudre;le bâton enchanté permet de donner des ordres simples, sauf attaquer, à tous les animaux présents dans une zone d'effet de (200 + 100 par NR) m². Pendant les orages, il peut faire appel à la foudre une fois par tour, chaque éclair infligeant 40 points de dommages. Enfin le bâton procure un Indice de protection supplémentaire de +15 à son porteur et l'immunise aux sorts de la Sphère de l'Ombre d'un coût inférieur à 10. Le bâton est enchanté pendant (1 + NR) cycles.;livre-de-regles-2e-edition;Le bâton permet de donner des ordres simples, sauf attaquer, à tous les animaux présents dans une zone de (200 + 100 par NR) m². Pendant les orages, il fait appel à la foudre une fois par tour, chaque éclair infligeant 40 points de dommages. Il procure un Indice de protection supplémentaire de +15 à son porteur et l'immunise aux sorts de la Sphère de l'Ombre d'un coût inférieur à 10.;;1 + NR;cycle;;amelioration,protection,objet,combat
dryade-de-la-fertilite;Dryade de la fertilité;3;65;Invocatoire;Nature;30;45;Minute;25;couronne de feuilles, galet parfaitement rond, bouquet de houx, chant de la fertilité;le mage invoque un esprit de la nature pour bénéficier de sa bénédiction. La dryade est à sa disposition pendant (1 + NR) cycles. Tant qu'elle se trouve à ses côtés (elle ne peut s'éloigner de plus de 100 mètres du mage), ce dernier ne ressent pas la faim, ne peut pas se perdre et n'est jamais attaqué par aucun animal sauvage. La dryade peut aussi le soigner de 3 cases de blessure par jour en commençant par la plus grave à raison de 30 minutes par case. Enfin, tant qu'elle l'accompagne, le mage bénéficie d'un bonus de +5 lorsqu'il lance un sort de la sphère de la Nature. La dryade refuse catégoriquement de pénétrer dans un village ou une ville sous peine de rompre le charme.;livre-de-regles-2e-edition;Tant que la dryade se trouve à ses côtés (elle ne peut s'éloigner de plus de 100 mètres), le mage ne ressent pas la faim, ne peut pas se perdre et n'est jamais attaqué par aucun animal sauvage. Elle le soigne de 3 cases de blessure par jour en commençant par la plus grave, à raison de 30 minutes par case, et lui donne un bonus de +5 pour lancer un sort de la Sphère de la Nature. Elle refuse catégoriquement de pénétrer dans un village ou une ville, sous peine de rompre le charme.;Le mage invoque un esprit de la nature pour bénéficier de sa bénédiction.;1 + NR;cycle;;invocation,soin,amelioration,exploration
bouclier-dembruns;Bouclier d'embruns;1;10;Instinctive;Océans;3;2;Action;15;rune d'eau, miroir, danse de protection;le mage dresse un écran liquide autour de lui pendant (1 + NR) tours. Il lui procure un Indice de protection supplémentaire de +5 et divise par quatre tous les dommages dus au feu (magique ou non).;livre-de-regles-2e-edition;Indice de protection supplémentaire de +5 et division par quatre de tous les dommages dus au feu, magique ou non.;Un écran liquide se dresse autour du mage.;1 + NR;round;;protection,soi,combat
danse-du-poisson;Danse du poisson;1;10;Sorcellerie;Océans;5;2;Heure;15;rune de l'eau, rune de l'air;ce sort permet d'enchanter des vêtements pendant (1 + NR) jours de telle façon à ce que le porteur puisse flotter, même en armure. Ce sort n'annule aucunement la pénalité d'encombrement d'une armure.;livre-de-regles-2e-edition;Le porteur des vêtements enchantés peut flotter, même en armure. N'annule aucunement la pénalité d'encombrement d'une armure.;;1 + NR;day;;deplacement,objet,exploration
grimoire-astucieux;Grimoire astucieux;1;15;Sorcellerie;Océans;3;1;Heure;15;livre, rune de l'eau;ce sort permet d'enchanter un livre afin de le verrouiller pendant (1 + NR) jours. Il ne répond qu'à la voix du mage (ou à une imitation magique).;livre-de-regles-2e-edition;Le livre enchanté est verrouillé et ne répond qu'à la voix du mage (ou à une imitation magique).;;1 + NR;day;;protection,objet,utilitaire
mal-de-mer;Mal de mer;1;15;Instinctive;Océans;2;2;Action;15;rune de l'eau, claquement de doigt;au cours du prochain tour, la cible du sort doit effectuer un jet de Mental + Résistance contre une Difficulté de 15 pour ne pas être prise de vertiges. En cas d'échec, elle est prise d'un violent mal de mer qui lui inflige un malus de -5 à toutes ses actions pendant (1 + NR) tours.;livre-de-regles-2e-edition;Au cours du prochain tour, la cible doit réussir un jet de Mental + Résistance contre une Difficulté de 15. En cas d'échec, elle subit un malus de -5 à toutes ses actions.;La cible est prise d'un violent mal de mer et de vertiges.;1 + NR;round;;entrave,ennemi,combat
nymphe-nacree;Nymphe nacrée;1;15;Invocatoire;Océans;5;2;Tour;15;verre d'eau de mer, chant des vagues et posture accroupie;le mage invoque une petite créature aquatique qui lui rend de menus services, simples comme éteindre un feu ou apporter un message. Craintive, la nymphe ne participe pas aux combats. Elle reste avec le mage pendant (30 + 10 par NR) minutes.;livre-de-regles-2e-edition;La nymphe rend de menus services, simples comme éteindre un feu ou apporter un message. Craintive, elle ne participe pas aux combats.;Le mage invoque une petite créature aquatique.;30 + 10 par NR;minute;;invocation,utilitaire,exploration
rumeur-des-vagues;Rumeur des vagues;1;15;Sorcellerie;Océans;5;30;Minute;15;voix douce, poupée, cire, rune de l'enfance;cet enchantement permet au mage d'utiliser une poupée comme prolongement direct de son ouïe pendant (1 + NR) heures. Posée dans une pièce, la poupée retransmet toutes les discussions qui ont lieu autour d'elle, si le mage souhaite les entendre.;livre-de-regles-2e-edition;La poupée sert de prolongement direct de l'ouïe du mage : posée dans une pièce, elle lui retransmet toutes les discussions qui ont lieu autour d'elle, s'il souhaite les entendre.;;1 + NR;hour;;detection,objet,exploration
sapience-singuliere;Sapience singulière;1;5;Instinctive;Océans;3;1;Action;15;rune d'eau, danse du savoir;le mage augmente une Compétence de son choix liée à l'Attribut Mental de (1 + NR) pour réaliser un unique jet.;livre-de-regles-2e-edition;Augmente de (1 + NR) une Compétence au choix liée à l'Attribut Mental, pour un unique jet.;;;;;amelioration,soi
